eta,risk,strategy,minute_index,utc_day,objective_gain_bps,monetary_gain_bps
0.5,1.0,full,20975,20680,-0.07553489778656011,-0.05004507645415613
0.5,1.0,full,21005,20680,-0.04236252693658823,-0.08492731415859164
0.5,1.0,full,21035,20680,-0.08732348941752856,-0.11721054759899546
0.5,1.0,full,21065,20680,0.2421884225027749,0.3057685568534946
0.5,1.0,full,21095,20680,-0.14485301099441666,-0.09022968417393074
0.5,1.0,full,21125,20680,0.09706686466609979,0.06408415815069612
0.5,1.0,full,21155,20680,-0.04086210062656556,-0.07655467192495205
0.5,1.0,full,21185,20680,-0.18145335001349788,-0.23286615314218215
0.5,1.0,full,21215,20680,-0.005996591689413432,-0.0196551002304845
0.5,1.0,full,21245,20680,0.26508507718670826,0.21520383644796198
0.5,1.0,full,21275,20680,0.00041134994343408496,-0.0043428963933724056
0.5,1.0,full,21305,20680,0.2921266071191905,0.3771445441084921
0.5,1.0,full,21335,20680,-0.12173217182210319,-0.16029469462523166
0.5,1.0,full,21365,20680,0.1907213778283976,0.14129331015525637
0.5,1.0,full,21395,20680,0.053934260149527076,0.06506757817557171
0.5,1.0,full,21425,20680,-0.10980612716347266,-0.15634780785800206
0.5,1.0,full,21455,20680,-0.3151976835772462,-0.3625406229904423
0.5,1.0,full,21485,20680,0.06345252568489833,0.04505895205242161
0.5,1.0,full,21515,20680,0.12997373205053164,0.2065892927099722
0.5,1.0,full,21545,20680,-0.13941256862718493,-0.07594364979154188
0.5,1.0,full,21575,20680,-0.1132626635151662,-0.15449499399195127
0.5,1.0,full,21605,20681,-0.00221882232016622,0.007422368220276948
0.5,1.0,full,21635,20681,-0.07481397613321014,-0.08839637878722219
0.5,1.0,full,21665,20681,0.16928083039987105,0.12027463491129045
0.5,1.0,full,21695,20681,0.10041399116186239,0.11847242783612602
0.5,1.0,full,21725,20681,0.19108458319192376,0.1530513140347165
0.5,1.0,full,21755,20681,0.025229163325856258,0.06706372183737985
0.5,1.0,full,21785,20681,0.01779931610756002,-0.02215789572421433
0.5,1.0,full,21815,20681,-0.010540785883171665,0.02584482587782449
0.5,1.0,full,21845,20681,0.11733109084231902,0.18489943237453801
0.5,1.0,full,21875,20681,-0.06484433957166764,-0.11737178250750534
0.5,1.0,full,21905,20681,-0.10828677843399996,-0.08736672792952227
0.5,1.0,full,21935,20681,0.1536404114526772,0.13405345662253665
0.5,1.0,full,21965,20681,0.18688809002923237,0.16178108723399381
0.5,1.0,full,21995,20681,-0.38066158555600327,-0.426803156831374
0.5,1.0,full,22025,20681,-0.013528118352202117,-0.036529347250725784
0.5,1.0,full,22055,20681,-0.03654504911964673,-0.003121580069995234
0.5,1.0,full,22085,20681,-0.14838536085737342,-0.06567027420558046
0.5,1.0,full,22115,20681,-0.10457548512322559,-0.15535559405191682
0.5,1.0,full,22145,20681,-0.0035393938903676156,-0.014137214063756091
0.5,1.0,full,22175,20681,0.9315418700325716,0.8895110457340987
0.5,1.0,full,22205,20681,0.0802650328068644,0.11009796842571708
0.5,1.0,full,22235,20681,-0.11106665924330131,-0.1631158953977755
0.5,1.0,full,22265,20681,-0.1105968809555811,-0.04989731563123268
0.5,1.0,full,22295,20681,-0.1727994518014333,-0.12538525491759833
0.5,1.0,full,22325,20681,-0.11061179145339739,-0.0408488384764592
0.5,1.0,full,22355,20681,0.05325582308780724,0.021669975334727656
0.5,1.0,full,22385,20681,-0.08753287371363212,-0.10039735772997348
0.5,1.0,full,22415,20681,-0.1076195017408926,-0.03663128784520016
0.5,1.0,full,22445,20681,-0.06355228310273503,-0.01214475525013365
0.5,1.0,full,22475,20681,-0.006469553431868249,0.0176890044611522
0.5,1.0,full,22505,20681,-0.04848891301864417,-0.031102076060920643
0.5,1.0,full,22535,20681,-0.15204105130159387,-0.10025028310543599
0.5,1.0,full,22565,20681,-2.6547373305288775,-2.6981281079806276
0.5,1.0,full,22595,20681,-0.40171675373710103,-0.37319596845654085
0.5,1.0,full,22625,20681,-0.06190526640647271,-0.056036227147427516
0.5,1.0,full,22655,20681,0.5197141079338616,0.4827942161461333
0.5,1.0,full,22685,20681,-0.01202837928729929,0.019061905925594865
0.5,1.0,full,22715,20681,0.023028097564223464,0.014099040886245508
0.5,1.0,full,22745,20681,0.10083890986708952,0.15964679582294583
0.5,1.0,full,22775,20681,0.010862096359662229,0.01033479243370193
0.5,1.0,full,22805,20681,-0.05044965374174079,-0.010257396008224673
0.5,1.0,full,22835,20681,0.02875936619031332,0.026335372867703166
0.5,1.0,full,22865,20681,0.10370736621148201,0.13647768108157793
0.5,1.0,full,22895,20681,-0.6144038199661717,-0.5738848745780158
0.5,1.0,full,22925,20681,0.15283812211797262,0.17308760551958594
0.5,1.0,full,22955,20681,-0.23598455007151203,-0.2683887591964461
0.5,1.0,full,22985,20681,-0.398187587934911,-0.38289928404420637
0.5,1.0,full,23015,20681,0.21580383857032748,0.23629532676621406
0.5,1.0,full,23045,20682,-0.097097751492951,-0.08467436526940987
0.5,1.0,full,23075,20682,-0.2598358589578701,-0.2661063833980563
0.5,1.0,full,23105,20682,-0.6893737373319323,-0.6415884303022297
0.5,1.0,full,23135,20682,0.10805484408295765,0.12473405813368317
0.5,1.0,full,23165,20682,-0.3639568031406445,-0.39406683696254036
0.5,1.0,full,23195,20682,-0.13205065849874303,-0.10546975784570328
0.5,1.0,full,23225,20682,-0.12358126587357912,-0.14401039593049983
0.5,1.0,full,23255,20682,0.031036183485332453,0.024101519706914466
0.5,1.0,full,23285,20682,-0.20095216245077566,-0.17047161583543716
0.5,1.0,full,23315,20682,-0.42039113944059014,-0.4482889169636507
0.5,1.0,full,23345,20682,-0.9680306931395923,-0.9982785300639571
0.5,1.0,full,23375,20682,-0.007947058799709134,-0.011839203503531012
0.5,1.0,full,23405,20682,-0.2610932614455406,-0.28245458402594925
0.5,1.0,full,23435,20682,0.601603989615191,0.6283892105555909
0.5,1.0,full,23465,20682,0.6152911669853353,0.567014131851265
0.5,1.0,full,23495,20682,0.043619912736980584,0.010274978977516731
0.5,1.0,full,23525,20682,0.010058004093956437,0.008815018877111957
0.5,1.0,full,23555,20682,-0.3093767955394679,-0.27443031033109827
0.5,1.0,full,23585,20682,0.00583727132130552,0.01448264609436555
0.5,1.0,full,23615,20682,0.01637844585180106,0.01386121037571429
0.5,1.0,full,23645,20682,-0.19481869678104724,-0.1284578970995491
0.5,1.0,full,23675,20682,0.3544292560428769,0.368160876425814
0.5,1.0,full,23705,20682,0.013488703556680649,0.018229390084586877
0.5,1.0,full,23735,20682,0.21966541066231568,0.2280702683233138
0.5,1.0,full,23765,20682,-0.1710469267938905,-0.14759859477310805
0.5,1.0,full,23795,20682,-0.04039247757197119,-0.043612286565982365
0.5,1.0,full,23825,20682,0.6100621550957069,0.5840019523391228
0.5,1.0,full,23855,20682,-0.6098134131298567,-0.594030571996838
0.5,1.0,full,23885,20682,0.16220642713287586,0.1782137420776412
0.5,1.0,full,23915,20682,0.0973190161244747,0.11347099981409664
0.5,1.0,full,23945,20682,0.20439248859292183,0.19717540342988327
0.5,1.0,full,23975,20682,-0.017417358159194166,-0.01855023278281947
0.5,1.0,full,24005,20682,0.229522133604605,0.21726238085102534
0.5,1.0,full,24035,20682,-0.09885248059878218,-0.09147668060875189
0.5,1.0,full,24065,20682,-1.6554521646731424,-1.696895351104583
0.5,1.0,full,24095,20682,1.0613960157514353,1.0988668113361348
0.5,1.0,full,24125,20682,0.1959220024485547,0.2028751979714284
0.5,1.0,full,24155,20682,-0.06931829306073528,-0.05726929840291536
0.5,1.0,full,24185,20682,0.05762822457249317,0.028164790389209347
0.5,1.0,full,24215,20682,0.27712587331698146,0.24774762300121878
0.5,1.0,full,24245,20682,0.07336409577510894,0.08261876024660879
0.5,1.0,full,24275,20682,0.10720950334805764,0.07762496085198226
0.5,1.0,full,24305,20682,-0.20143380808856753,-0.17666989198438682
0.5,1.0,full,24335,20682,0.02428725397567407,0.026181450109760245
0.5,1.0,full,24365,20682,0.1736477894084871,0.1598451066034612
0.5,1.0,full,24395,20682,0.0003099068584269756,0.0002683001963078791
0.5,1.0,full,24425,20682,-0.08775189937954213,-0.09248896214305262
0.5,1.0,full,24455,20682,-0.012633589418499243,-0.016857371373328107
0.5,1.0,full,24485,20683,-0.41046075295465856,-0.43561800001480017
0.5,1.0,full,24515,20683,0.5664411383461703,0.5298842440530196
0.5,1.0,full,24545,20683,0.018636939315374405,0.004608654687615453
0.5,1.0,full,24575,20683,-0.8427338088156352,-0.7950900962986207
0.5,1.0,full,24605,20683,-0.3405222666920386,-0.3249184004685832
0.5,1.0,full,24635,20683,0.12452838127787338,0.11945169781423642
0.5,1.0,full,24665,20683,0.16123957669172012,0.19068317299567003
0.5,1.0,full,24695,20683,-0.1034772628999526,-0.11943616933966542
0.5,1.0,full,24725,20683,-0.1530896944945907,-0.19800109620302686
0.5,1.0,full,24755,20683,-0.5572955119685392,-0.5140055913037426
0.5,1.0,full,24785,20683,-0.002057448211947578,-0.0008670678402821401
0.5,1.0,full,24815,20683,-0.7743209988811701,-0.8207369715275126
0.5,1.0,full,24845,20683,-0.2719368431075572,-0.28916773239721627
0.5,1.0,full,24875,20683,-0.17244114447347003,-0.16240671350346983
0.5,1.0,full,24905,20683,-0.27947702132767377,-0.3069110339014885
0.5,1.0,full,24935,20683,0.22662927661182944,0.1836687845188269
0.5,1.0,full,24965,20683,-0.891607272901745,-0.9180697915435281
0.5,1.0,full,24995,20683,-0.23146675756932414,-0.21442821248174374
0.5,1.0,full,25025,20683,0.41822676337432824,0.37825875174364004
0.5,1.0,full,25055,20683,-0.07973023755573708,-0.10634201276886279
0.5,1.0,full,25085,20683,-0.06261500367459451,-0.02189020295853629
0.5,1.0,full,25115,20683,-0.080548408531963,-0.03369941275413965
0.5,1.0,full,25145,20683,0.33550290492539836,0.3538672894929284
0.5,1.0,full,25175,20683,-0.010914017677883425,-0.004975652166067281
0.5,1.0,full,25205,20683,0.1579639488555142,0.14600592999277548
0.5,1.0,full,25235,20683,-0.03001675843798731,-0.02637328491854398
0.5,1.0,full,25265,20683,0.23298419028485906,0.2143473365146527
0.5,1.0,full,25295,20683,0.1397541790163324,0.14804940583023937
0.5,1.0,full,25325,20683,-0.1839897615318164,-0.15237230425009304
0.5,1.0,full,25355,20683,-0.09277932414170428,-0.08632206879050171
0.5,1.0,full,25385,20683,0.001572429416493033,0.0017842022010803667
0.5,1.0,full,25415,20683,0.09717031758042315,0.10728414600734762
0.5,1.0,full,25445,20683,0.5061102222027264,0.4882381417330039
0.5,1.0,full,25475,20683,-0.27838569833442095,-0.3005087939663076
0.5,1.0,full,25505,20683,0.0785249041845322,0.04722854066981141
0.5,1.0,full,25535,20683,0.40493023086029517,0.36642318014184944
0.5,1.0,full,25565,20683,0.3068752532580756,0.3246556652923874
0.5,1.0,full,25595,20683,-0.015883801887043948,-0.03188838184928474
0.5,1.0,full,25625,20683,0.26901236843505266,0.24251175641266845
0.5,1.0,full,25655,20683,0.45835823869604697,0.41819131417255173
0.5,1.0,full,25685,20683,-0.17278743643805555,-0.19221562114776367
0.5,1.0,full,25715,20683,-0.05169853301228656,-0.04499630955251562
0.5,1.0,full,25745,20683,0.05357285119971646,0.045553106330340536
0.5,1.0,full,25775,20683,-0.331746766556586,-0.38528891541683075
0.5,1.0,full,25805,20683,0.04652314298776604,0.036133118717152385
0.5,1.0,full,25835,20683,0.010124594565907233,0.014383897733571247
0.5,1.0,full,25865,20683,-0.22139777306408093,-0.24264824474865912
0.5,1.0,full,25895,20683,-0.021856187777408505,-0.015855984367785746
0.5,1.0,full,25925,20684,0.3399929199340736,0.31159996118061933
0.5,1.0,full,25955,20684,-0.19802966721409362,-0.18620977837526906
0.5,1.0,full,25985,20684,0.06640021640090434,0.05962710940450046
0.5,1.0,full,26015,20684,0.3134943626713769,0.2950213541275698
0.5,1.0,full,26045,20684,-0.06238654682456152,-0.05130733755091285
0.5,1.0,full,26075,20684,0.0398048090103458,0.03164396378537514
0.5,1.0,full,26105,20684,0.5467786897698247,0.5694444864378517
0.5,1.0,full,26135,20684,0.00703232608439837,0.01805863451153509
0.5,1.0,full,26165,20684,-0.126990553926459,-0.13520231275471087
0.5,1.0,full,26195,20684,-0.16781996122897397,-0.19279702525378856
0.5,1.0,full,26225,20684,-0.1634689374449586,-0.11288361243639981
0.5,1.0,full,26255,20684,0.33088555155399463,0.28507104867289723
0.5,1.0,full,26285,20684,-0.2640546253196569,-0.28248085253908334
0.5,1.0,full,26315,20684,-0.08262725277653603,-0.09445780874824096
0.5,1.0,full,26345,20684,-0.4811718241307051,-0.5290863214085657
0.5,1.0,full,26375,20684,-0.09120128727314478,-0.07913434916272918
0.5,1.0,full,26405,20684,-0.08339094506608973,-0.07313556501104045
0.5,1.0,full,26435,20684,0.5344141307818102,0.5819195580892047
0.5,1.0,full,26465,20684,-0.03966011639106027,-0.03597354312293478
0.5,1.0,full,26495,20684,-0.043441959119720173,-0.032803632516495464
0.5,1.0,full,26525,20684,-0.01513009363137291,-0.051413365185042706
0.5,1.0,full,26555,20684,-0.0654185588604872,-0.09992837438969136
0.5,1.0,full,26585,20684,-0.3954003734305314,-0.35702128085643897
0.5,1.0,full,26615,20684,5.34085591796761e-05,-0.01788061122919432
0.5,1.0,full,26645,20684,0.03224094114839393,-0.0047647441207912325
0.5,1.0,full,26675,20684,2.8696144379753403,2.9123993697524146
0.5,1.0,full,26705,20684,-0.6924574139959861,-0.7253333112845808
0.5,1.0,full,26735,20684,1.7544301894183196,1.7793095036826767
0.5,1.0,full,26765,20684,0.1385700310294271,0.14171523460914712
0.5,1.0,full,26795,20684,-0.47594126594065117,-0.5016786238390449
0.5,1.0,full,26825,20684,1.4796030286809903,1.4995680069085056
0.5,1.0,full,26855,20684,-0.44044960456173604,-0.4262716012630158
0.5,1.0,full,26885,20684,0.04733622840154973,0.06699619526299869
0.5,1.0,full,26915,20684,0.31219779498294187,0.2957417007101247
0.5,1.0,full,26945,20684,-0.4754006148950819,-0.4661880168240451
0.5,1.0,full,26975,20684,-0.5056403884978417,-0.5143870255907741
0.5,1.0,full,27005,20684,-0.37555829408205965,-0.38570733568528365
0.5,1.0,full,27035,20684,-1.2958657091701715,-1.3233894316927335
0.5,1.0,full,27065,20684,1.0401092784932404,1.0235978139619626
0.5,1.0,full,27095,20684,0.6430822417442746,0.6757548389031317
0.5,1.0,full,27125,20684,0.028734659006752906,0.038650039201982164
0.5,1.0,full,27155,20684,-0.33655007685645666,-0.3166808548753119
0.5,1.0,full,27185,20684,-0.28887797987523095,-0.28286233743271016
0.5,1.0,full,27215,20684,0.39578769957771753,0.4036446016253634
0.5,1.0,full,27245,20684,0.47839057082592795,0.46535596783204536
0.5,1.0,full,27275,20684,0.5250778828290463,0.510299553027812
0.5,1.0,full,27305,20684,0.19747579259730852,0.20638727593105
0.5,1.0,full,27335,20684,0.49861363515386997,0.47518645943444787
0.5,1.0,full,27365,20685,2.1777472479349216,2.2273688586931546
0.5,1.0,full,27395,20685,0.3677323151706463,0.37763855561498544
0.5,1.0,full,27425,20685,0.06698645341474685,0.053707852330479436
0.5,1.0,full,27455,20685,2.5196387209272997,2.558388151180198
0.5,1.0,full,27485,20685,-0.06482034984953437,-0.06003686547641811
0.5,1.0,full,27515,20685,0.21082797887406443,0.19451159727580142
0.5,1.0,full,27545,20685,-0.0589848769404413,-0.07014569153012434
0.5,1.0,full,27575,20685,1.1814200474376357,1.2030547231048405
0.5,1.0,full,27605,20685,0.17670280325523535,0.20400971922386227
0.5,1.0,full,27635,20685,-0.46739145553740963,-0.4881064072900636
0.5,1.0,full,27665,20685,0.08450028027158243,0.09626510448919846
0.5,1.0,full,27695,20685,0.2312625882773696,0.22622142027076098
0.5,1.0,full,27725,20685,-0.09252603970689938,-0.1150562282756123
0.5,1.0,full,27755,20685,1.159753719305265,1.185782279676574
0.5,1.0,full,27785,20685,0.023521987039597875,0.02309089792854386
0.5,1.0,full,27815,20685,-0.4604750220266156,-0.4899315823360604
0.5,1.0,full,27845,20685,0.19913997127275973,0.19983316154651395
0.5,1.0,full,27875,20685,1.2173764426984546,1.2299549843739306
0.5,1.0,full,27905,20685,0.31120990901486134,0.3237110335864577
0.5,1.0,full,27935,20685,-0.07728105616825232,-0.061654917030769904
0.5,1.0,full,27965,20685,-4.364904652027577,-4.393133161790438
0.5,1.0,full,27995,20685,-0.2019093757861441,-0.21331243112304493
0.5,1.0,full,28025,20685,0.022870087089066213,0.03646895829886144
0.5,1.0,full,28055,20685,-0.039066369554691775,-0.026196700556343162
0.5,1.0,full,28085,20685,-0.05452280779773378,-0.057109467914820425
0.5,1.0,full,28115,20685,-0.3902834884747504,-0.38363189647639373
0.5,1.0,full,28145,20685,0.0015248626290121814,0.0005307011910554843
0.5,1.0,full,28175,20685,-0.04461124274596746,-0.04535238284988914
0.5,1.0,full,28205,20685,-0.5440655446902961,-0.5366662713450424
0.5,1.0,full,28235,20685,-0.19458556905575952,-0.18832232672628949
0.5,1.0,full,28265,20685,0.0457288227968745,0.07025281140953343
0.5,1.0,full,28295,20685,0.10716938955271517,0.12254696301580949
0.5,1.0,full,28325,20685,0.724612655349915,0.7052857420533085
0.5,1.0,full,28355,20685,0.4464390164625957,0.4552521279478085
0.5,1.0,full,28385,20685,0.1421854456940577,0.1322158348148707
0.5,1.0,full,28415,20685,-0.040917548077997884,-0.027407727405344535
0.5,1.0,full,28445,20685,-0.28485885090615903,-0.3043812510666815
0.5,1.0,full,28475,20685,0.16061985502523823,0.12472999491521458
0.5,1.0,full,28505,20685,0.052312928874917036,0.05427024316404183
0.5,1.0,full,28535,20685,0.14807123504866232,0.14091105419041444
0.5,1.0,full,28565,20685,0.3144360745877908,0.29468794220895483
0.5,1.0,full,28595,20685,0.19092961144864296,0.18548314430368362
0.5,1.0,full,28625,20685,-1.0108829218381727,-1.0261638910875173
0.5,1.0,full,28655,20685,-0.7237765853868681,-0.6911897536163519
0.5,1.0,full,28685,20685,0.12989269637331582,0.10214498850817474
0.5,1.0,full,28715,20685,0.08959585573515892,0.08207546087628635
0.5,1.0,full,28745,20685,0.22802177662332185,0.23371503941082777
0.5,1.0,full,28775,20685,0.007222116817532976,0.020653539779829266
0.5,1.0,full,28805,20686,2.077920446585109,2.10761144077959
0.5,1.0,full,28835,20686,-0.16993228075508748,-0.17656938211321735
0.5,1.0,full,28865,20686,2.7283039011167527,2.7486912021162886
0.5,1.0,full,28895,20686,4.2924109030002615,4.318202776373562
0.5,1.0,full,28925,20686,1.2927982461115455,1.2736772412312742
0.5,1.0,full,28955,20686,-1.154847284788069,-1.1371040907722967
0.5,1.0,full,28985,20686,0.11108429951384921,0.11538990221618098
0.5,1.0,full,29015,20686,0.23145961226253933,0.2347551077462593
0.5,1.0,full,29045,20686,0.693119322103418,0.7197478503007294
0.5,1.0,full,29075,20686,0.834794628098243,0.8812037094057081
0.5,1.0,full,29105,20686,1.1133832846521763,1.128395620033399
0.5,1.0,full,29135,20686,-0.010202718411088066,-0.0009702068833631326
0.5,1.0,full,29165,20686,-0.23037321781741807,-0.20097937447320477
0.5,1.0,full,29195,20686,-0.4850924173441094,-0.4685942448428671
0.5,1.0,full,29225,20686,4.199286917306513,4.219848850238084
0.5,1.0,full,29255,20686,-0.12238707590820055,-0.13298335282498838
0.5,1.0,full,29285,20686,1.1165276767852592,1.125596670880492
0.5,1.0,full,29315,20686,1.5140841207015736,1.5308903632387045
0.5,1.0,full,29345,20686,0.44784694458108615,0.43794768525278155
0.5,1.0,full,29375,20686,1.0631665558733028,1.0767434292301075
0.5,1.0,full,29405,20686,0.4648357649497679,0.469783384207595
0.5,1.0,full,29435,20686,-0.47829858038368717,-0.4885743696867068
0.5,1.0,full,29465,20686,0.7628850619468734,0.7519077599125472
0.5,1.0,full,29495,20686,1.1360371210712104,1.112921822037706
0.5,1.0,full,29525,20686,0.03888411738950467,0.03688318050612552
0.5,1.0,full,29555,20686,0.7691348011408105,0.7781392075274072
0.5,1.0,full,29585,20686,-0.9418340391070957,-0.9318645201967547
0.5,1.0,full,29615,20686,-1.4945903658549011,-1.5047178109214332
0.5,1.0,full,29645,20686,0.4644009929431997,0.4557696669528016
0.5,1.0,full,29675,20686,-0.4853637436431524,-0.49350712983604283
0.5,1.0,full,29705,20686,0.10541212303610958,0.13765893047774613
0.5,1.0,full,29735,20686,1.1308357632254835,1.1119217915846993
0.5,1.0,full,29765,20686,-0.32935077508070804,-0.3414816900597697
0.5,1.0,full,29795,20686,0.9596972667021528,0.9911262162121738
0.5,1.0,full,29825,20686,-1.0938907562897175,-1.0643362428718983
0.5,1.0,full,29855,20686,-0.2850444941541958,-0.27157283332344434
0.5,1.0,full,29885,20686,-0.6695209288614612,-0.6541377768349249
0.5,1.0,full,29915,20686,-0.004405342840156959,-0.004364922747362676
0.5,1.0,full,29945,20686,-0.6439787106134022,-0.6821707747803373
0.5,1.0,full,29975,20686,-0.03522507086548911,-0.03839468630256429
0.5,1.0,full,30005,20686,1.7038386431102843,1.722151871342008
0.5,1.0,full,30035,20686,-0.7986790810954455,-0.7702356737045628
0.5,1.0,full,30065,20686,0.06471164187088907,0.06612379339649659
0.5,1.0,full,30095,20686,0.812629985465066,0.8302100738822339
0.5,1.0,full,30125,20686,0.2394471877316591,0.2248730677237541
0.5,1.0,full,30155,20686,-0.050810754712284224,-0.04909757216746757
0.5,1.0,full,30185,20686,-0.621722280389502,-0.6350145926106683
0.5,1.0,full,30215,20686,0.004492832770443478,0.005042748377638395
0.5,1.0,full,30245,20687,0.27658283543234113,0.2820117578553339
0.5,1.0,full,30275,20687,-0.523972564911241,-0.5110786473163665
0.5,1.0,full,30305,20687,-0.42532651298221763,-0.3930655628843994
0.5,1.0,full,30335,20687,-1.2663990459496783,-1.2387279759617877
0.5,1.0,full,30365,20687,-0.06302372068316628,-0.06439216113570126
0.5,1.0,full,30395,20687,0.07476665776527669,0.08494554216904193
0.5,1.0,full,30425,20687,-0.5572578318460684,-0.5203147293630446
0.5,1.0,full,30455,20687,-0.10044640470247031,-0.09618920344342168
0.5,1.0,full,30485,20687,-0.02182117714265195,-0.019909357369628386
0.5,1.0,full,30515,20687,-0.14838381501387043,-0.14473369221208568
0.5,1.0,full,30545,20687,-2.5320329654342353,-2.5204018492210283
0.5,1.0,full,30575,20687,-0.16876277701425207,-0.17397528957550112
0.5,1.0,full,30605,20687,0.1618718227048259,0.1779143236199714
0.5,1.0,full,30635,20687,-0.45234126749296444,-0.4739286686229655
0.5,1.0,full,30665,20687,-2.695480218894816,-2.6537298823756026
0.5,1.0,full,30695,20687,0.36728575782411815,0.3491697113362493
0.5,1.0,full,30725,20687,0.05587930834992176,0.0647552482838957
0.5,1.0,full,30755,20687,0.08986574928192367,0.09743702780709745
0.5,1.0,full,30785,20687,0.31603908792510976,0.3237565874337357
0.5,1.0,full,30815,20687,-0.48328223610535265,-0.4758070907176735
0.5,1.0,full,30845,20687,0.12510179833043347,0.11748186298630353
0.5,1.0,full,30875,20687,0.005353937717710161,0.005817900455688553
0.5,1.0,full,30905,20687,0.22069987415044381,0.21434933052311556
0.5,1.0,full,30935,20687,0.10286208534912789,0.15185711587766765
0.5,1.0,full,30965,20687,-0.08788259804927054,-0.07223027813554256
0.5,1.0,full,30995,20687,-0.33219010177732994,-0.3438257033371337
0.5,1.0,full,31025,20687,-0.11491634821983644,-0.10573830655378103
0.5,1.0,full,31055,20687,0.6308295097706905,0.6532516041583019
0.5,1.0,full,31085,20687,0.18766447106432488,0.17440605502185053
0.5,1.0,full,31115,20687,-0.1897759881970366,-0.18221739893381061
0.5,1.0,full,31145,20687,0.03978255952237802,0.03577267383910823
0.5,1.0,full,31175,20687,0.18632950920710478,0.21695500948279117
0.5,1.0,full,31205,20687,0.5227781094586329,0.5389628542064778
0.5,1.0,full,31235,20687,-1.5011472453405938,-1.5340125138889413
0.5,1.0,full,31265,20687,0.002866502276966297,0.010467218366883496
0.5,1.0,full,31295,20687,0.38530262266986903,0.40016886783114103
0.5,1.0,full,31325,20687,-0.06937487513428162,-0.033686006750270774
0.5,1.0,full,31355,20687,0.5871884997407776,0.5602706961649253
0.5,1.0,full,31385,20687,0.8046324269768939,0.8514589194914433
0.5,1.0,full,31415,20687,0.874671794359152,0.9161157283042973
0.5,1.0,full,31445,20687,-0.3903784015586743,-0.36161432273811256
0.5,1.0,full,31475,20687,0.25392354505847703,0.2810224126114168
0.5,1.0,full,31505,20687,-0.5334515822093938,-0.5574396498283767
0.5,1.0,full,31535,20687,0.06120306558911548,0.05419028279480872
0.5,1.0,full,31565,20687,0.013949214937880663,0.025788859071646915
0.5,1.0,full,31595,20687,-0.34108082392421846,-0.36766918543268207
0.5,1.0,full,31625,20687,-0.04062885813479898,-0.03356987690018784
0.5,1.0,full,31655,20687,-0.27793396396042125,-0.28898382060981315
0.5,1.0,full,31685,20688,-0.054006624276151216,-0.047841793527710834
0.5,1.0,full,31715,20688,0.06507334206188006,0.09447174527288155
0.5,1.0,full,31745,20688,-0.562158880010632,-0.5798500186477591
0.5,1.0,full,31775,20688,-0.12117539769984215,-0.13093035115196414
0.5,1.0,full,31805,20688,-0.0023300041163319325,0.0005904360590581778
0.5,1.0,full,31835,20688,-0.00978973695154902,0.036703250534129594
0.5,1.0,full,31865,20688,0.36091124509927075,0.37762821663655344
0.5,1.0,full,31895,20688,-0.015486136357039918,-0.01882142110610661
0.5,1.0,full,31925,20688,-0.12333230810366579,-0.12998175194396902
0.5,1.0,full,31955,20688,-0.23634442843975917,-0.232210406177058
0.5,1.0,full,31985,20688,-0.7538310150944983,-0.7495567032475203
0.5,1.0,full,32015,20688,-0.049840329193383014,-0.04582739900769694
0.5,1.0,full,32045,20688,0.47121263595352403,0.4794144713636921
0.5,1.0,full,32075,20688,-0.06550018722865987,-0.06095040306934058
0.5,1.0,full,32105,20688,0.3714179806309252,0.3909666813234974
0.5,1.0,full,32135,20688,0.2231522748070097,0.19813907336069947
0.5,1.0,full,32165,20688,0.7313798466545128,0.752622273103265
0.5,1.0,full,32195,20688,0.39956394463790545,0.4152348115505935
0.5,1.0,full,32225,20688,-0.11560715674641903,-0.10260900310000513
0.5,1.0,full,32255,20688,0.10806294455417073,0.12088729027969387
0.5,1.0,full,32285,20688,-0.1790411545885654,-0.15398929308758286
0.5,1.0,full,32315,20688,-0.14174727339827048,-0.10762019897838422
0.5,1.0,full,32345,20688,-0.6681460255971915,-0.693768079687805
0.5,1.0,full,32375,20688,-0.003777204741398741,-0.0033778557478390397
0.5,1.0,full,32405,20688,-0.011849553438713944,-0.007700130871079541
0.5,1.0,full,32435,20688,1.4303748612639342,1.48053730895825
0.5,1.0,full,32465,20688,-0.6754150982788326,-0.6888008660342089
0.5,1.0,full,32495,20688,0.04275041459205395,0.05053389235034104
0.5,1.0,full,32525,20688,0.7962938957465842,0.817982411399347
0.5,1.0,full,32555,20688,-0.022489889310402553,-0.02200477709937253
0.5,1.0,full,32585,20688,-0.3263184880498342,-0.3194491897330375
0.5,1.0,full,32615,20688,-0.28867927808510047,-0.24663589427607702
0.5,1.0,full,32645,20688,0.09757428349645567,0.1384631903641122
0.5,1.0,full,32675,20688,0.1598835489686931,0.2042243004341891
0.5,1.0,full,32705,20688,0.057346736589011155,0.04068095247788485
0.5,1.0,full,32735,20688,-0.004057724644525733,-0.002647771877667998
0.5,1.0,full,32765,20688,0.7744975917326022,0.7957723374339172
0.5,1.0,full,32795,20688,-0.23175644678265306,-0.2144049974096311
0.5,1.0,full,32825,20688,0.1602622746619955,0.17130069079099972
0.5,1.0,full,32855,20688,0.06412000325226169,0.06864557400001012
0.5,1.0,full,32885,20688,0.07464714091402877,0.08051985755413518
0.5,1.0,full,32915,20688,0.046503042575887006,0.09243643926090078
