asset,date,arrival_us,fraction,arm,depletion,arrival_notional,quantity,filled,unfilled,max_backlog,proceeds,fee_dollars,timing_dollars,timing_shortfall_dollars,spread_dollars,depth_dollars,book_cost_dollars,filled_quantity_shortfall_dollars,shortfall_dollars,shortfall_bps
BTC,2021-04-14,1618364100000000,0.01,oracle_liquidity,0,1577.277497758278,0.024940430967533938,0.024940430967533938,0.0,0.0,1579.9896033564619,0.0,2.712230300334331,-2.712230300334331,0.00012470215047765817,0.0,0.00012470215047765817,-2.7121055981838254,-2.7121055981838254,-17.194853803711986
BTC,2021-04-14,1618364100000000,0.01,full_oracle,1,1577.277497758278,0.024940430967533938,0.024940430967533938,0.0,0.0,1581.0341086053772,0.0,3.7567355492547083,-3.7567355492547083,0.0001247021556191812,0.0,0.0001247021556191812,-3.756610847099182,-3.756610847099182,-23.8170572549111
BTC,2021-04-14,1618364100000000,0.01,full_oracle,0,1577.277497758278,0.024940430967533938,0.024940430967533938,0.0,0.0,1581.0341086053772,0.0,3.7567355492547083,-3.7567355492547083,0.0001247021556191812,0.0,0.0001247021556191812,-3.756610847099182,-3.756610847099182,-23.8170572549111
BTC,2021-04-14,1618364100000000,0.05,reference,1,7886.387488791391,0.1247021548376697,0.1247021548376697,0.0,0.0,7901.535475213366,0.0,15.148609932755589,-15.148609932755589,0.0006235107796081186,0.0,0.0006235107796081186,-15.147986421975475,-15.147986421975475,-19.207763305448417
BTC,2021-04-14,1618364100000000,0.05,reference,0,7886.387488791391,0.1247021548376697,0.1247021548376697,0.0,0.0,7901.535475213366,0.0,15.148609932755589,-15.148609932755589,0.0006235107796081186,0.0,0.0006235107796081186,-15.147986421975475,-15.147986421975475,-19.207763305448417
BTC,2021-04-14,1618364100000000,0.05,oracle_price,1,7886.387488791391,0.1247021548376697,0.1247021548376697,0.0,0.0,7905.019822976681,0.0,18.78367774627354,-18.78367774627354,0.0006235107780959059,0.15072005020419965,0.15134356098229557,-18.632334185290347,-18.632334185290347,-23.625943071871305
BTC,2021-04-14,1618364100000000,0.05,oracle_price,0,7886.387488791391,0.1247021548376697,0.1247021548376697,0.0,0.0,7905.019822976681,0.0,18.78367774627354,-18.78367774627354,0.0006235107780959059,0.15072005020419965,0.15134356098229557,-18.632334185290347,-18.632334185290347,-23.625943071871305
BTC,2021-04-14,1618364100000000,0.05,oracle_liquidity,1,7886.387488791391,0.1247021548376697,0.1247021548376697,0.0,0.0,7900.720390567973,0.0,14.333525287337832,-14.333525287337832,0.0006235107554849476,0.0,0.0006235107554849476,-14.33290177658182,-14.33290177658182,-18.174229705239068
BTC,2021-04-14,1618364100000000,0.05,oracle_liquidity,0,7886.387488791391,0.1247021548376697,0.1247021548376697,0.0,0.0,7900.720390567973,0.0,14.333525287337832,-14.333525287337832,0.0006235107554849476,0.0,0.0006235107554849476,-14.33290177658182,-14.33290177658182,-18.174229705239068
BTC,2021-04-14,1618364100000000,0.05,full_oracle,1,7886.387488791391,0.1247021548376697,0.1247021548376697,0.0,0.0,7905.019822976682,0.0,18.78367774627354,-18.78367774627354,0.000623510778095906,0.15072005020419965,0.15134356098229557,-18.632334185291256,-18.632334185291256,-23.625943071872456
BTC,2021-04-14,1618364100000000,0.05,full_oracle,0,7886.387488791391,0.1247021548376697,0.1247021548376697,0.0,0.0,7905.019822976682,0.0,18.78367774627354,-18.78367774627354,0.000623510778095906,0.15072005020419965,0.15134356098229557,-18.632334185291256,-18.632334185291256,-23.625943071872456
BTC,2021-04-14,1618364100000000,0.2,reference,1,31545.549955165563,0.4988086193506788,0.4988086193506788,0.0,0.0,31610.83552141888,0.0,65.30803449833134,-65.30803449833134,0.002494043128069762,0.019974201886725496,0.022468245014795257,-65.2855662533184,-65.2855662533184,-20.695650050833216
BTC,2021-04-14,1618364100000000,0.2,reference,0,31545.549955165563,0.4988086193506788,0.4988086193506788,0.0,0.0,31610.83552141888,0.0,65.30803449833134,-65.30803449833134,0.002494043128069762,0.019974201886725496,0.022468245014795257,-65.2855662533184,-65.2855662533184,-20.695650050833216
BTC,2021-04-14,1618364100000000,0.2,oracle_price,1,31545.549955165563,0.4988086193506788,0.4988086193506788,0.0,0.0,31618.825385672204,0.0,75.13471098509416,-75.13471098509416,0.002494043112383624,1.8567864353426557,1.8592804784550394,-73.27543050664099,-73.27543050664099,-23.22845238418238
BTC,2021-04-14,1618364100000000,0.2,oracle_price,0,31545.549955165563,0.4988086193506788,0.4988086193506788,0.0,0.0,31618.825385672204,0.0,75.13471098509416,-75.13471098509416,0.002494043112383624,1.8567864353426557,1.8592804784550394,-73.27543050664099,-73.27543050664099,-23.22845238418238
BTC,2021-04-14,1618364100000000,0.2,oracle_liquidity,1,31545.549955165563,0.4988086193506789,0.4988086193506789,0.0,0.0,31605.76950885781,0.0,60.22204773527779,-60.22204773527779,0.0024940430335183552,0.0,0.0024940430335183552,-60.21955369224088,-60.21955369224088,-19.08971432668903
BTC,2021-04-14,1618364100000000,0.2,oracle_liquidity,0,31545.549955165563,0.4988086193506789,0.4988086193506789,0.0,0.0,31605.76950885781,0.0,60.22204773527779,-60.22204773527779,0.0024940430335183552,0.0,0.0024940430335183552,-60.21955369224088,-60.21955369224088,-19.08971432668903
BTC,2021-04-14,1618364100000000,0.2,full_oracle,1,31545.549955165563,0.4988086193506788,0.4988086193506788,0.0,0.0,31618.946272791665,0.0,74.22108368879142,-74.22108368879142,0.00249404307601682,0.8222720196122282,0.824766062688245,-73.39631762610225,-73.39631762610225,-23.266773833525654
BTC,2021-04-14,1618364100000000,0.2,full_oracle,0,31545.549955165563,0.4988086193506788,0.4988086193506788,0.0,0.0,31618.946272791665,0.0,74.22108368879142,-74.22108368879142,0.00249404307601682,0.8222720196122282,0.824766062688245,-73.39631762610225,-73.39631762610225,-23.266773833525654
BTC,2021-04-14,1618365900000000,0.01,reference,1,890.1564312992542,0.014053186245473349,0.014053186245473349,0.0,0.0,890.7174406322582,0.0,0.5993683933695269,-0.5993683933695269,0.012437070006244801,0.02592199035922249,0.038359060365467296,-0.5610093330039945,-0.5610093330039945,-6.3023679128527625
BTC,2021-04-14,1618365900000000,0.01,reference,0,890.1564312992542,0.014053186245473349,0.014053186245473349,0.0,0.0,890.7174406322582,0.0,0.5993683933695269,-0.5993683933695269,0.012437070006244801,0.02592199035922249,0.038359060365467296,-0.5610093330039945,-0.5610093330039945,-6.3023679128527625
BTC,2021-04-14,1618365900000000,0.01,oracle_price,1,890.1564312992542,0.014053186245473349,0.014053186245473349,0.0,0.0,890.91813741556,0.0,0.7884540143023613,-0.7884540143023613,0.026747897996553853,0.0,0.026747897996553853,-0.7617061163057315,-0.7617061163057315,-8.55699166486907
BTC,2021-04-14,1618365900000000,0.01,oracle_price,0,890.1564312992542,0.014053186245473349,0.014053186245473349,0.0,0.0,890.91813741556,0.0,0.7884540143023613,-0.7884540143023613,0.026747897996553853,0.0,0.026747897996553853,-0.7617061163057315,-0.7617061163057315,-8.55699166486907
