asset,date,arrival_us,fraction,arm,depletion,fallback,arrival_notional,quantity,filled,unfilled,max_backlog,proceeds,fee_dollars,timing_dollars,timing_shortfall_dollars,spread_dollars,depth_dollars,book_cost_dollars,filled_quantity_shortfall_dollars,shortfall_dollars,shortfall_bps,shortfall_bps_fee10
BTC,2021-04-14,1618362300000000,0.05,both,1,0,8663.941865619405,0.13662406306856653,0.13662406306856653,0.0,0.0,8644.92574133022,0.0,-18.840002883611206,18.840002883611206,0.17510650922166124,0.0010148963506253494,0.1761214055722866,19.016124289184518,19.016124289184518,21.94858250912907,31.926633926619942
BTC,2021-04-14,1618362300000000,0.05,both,0,0,8663.941865619405,0.13662406306856653,0.13662406306856653,0.0,0.0,8644.92574133022,0.0,-18.840002883611206,18.840002883611206,0.17510650922166124,0.0010148963506253494,0.1761214055722866,19.016124289184518,19.016124289184518,21.94858250912907,31.926633926619942
BTC,2021-04-14,1618362300000000,0.05,twap,1,0,8663.941865619405,0.13662406306856653,0.13662406306856653,0.0,0.0,8651.897056271797,0.0,-11.831006282776348,11.831006282776348,0.17647274711780372,0.03733031771491824,0.21380306483272196,12.044809347607952,12.044809347607952,13.902227801648392,23.888325573846743
BTC,2021-04-14,1618362300000000,0.05,twap,0,0,8663.941865619405,0.13662406306856653,0.13662406306856653,0.0,0.0,8651.897056271797,0.0,-11.831006282776348,11.831006282776348,0.17647274711780372,0.03733031771491824,0.21380306483272196,12.044809347607952,12.044809347607952,13.902227801648392,23.888325573846743
BTC,2021-04-14,1618362300000000,0.2,reference,1,0,34655.76746247762,0.5464962522742661,0.5464962522742661,0.0,0.0,34622.1822698865,0.0,-31.450112735391944,31.450112735391944,0.9293568114551167,1.205723044273327,2.135079855728444,33.58519259111927,33.58519259111927,9.691083202091114,19.681392118889022
BTC,2021-04-14,1618362300000000,0.2,reference,0,0,34655.76746247762,0.5464962522742661,0.5464962522742661,0.0,0.0,34622.1822698865,0.0,-31.450112735391944,31.450112735391944,0.9293568114551167,1.205723044273327,2.135079855728444,33.58519259111927,33.58519259111927,9.691083202091114,19.681392118889022
BTC,2021-04-14,1618362300000000,0.2,price,1,0,34655.76746247762,0.5464962522742662,0.5464962522742661,2.7755575615628914e-17,2.7755575615628914e-17,34584.595966744455,0.0,-70.6475613586949,70.6475613586949,0.48228702366815274,0.04164735079712045,0.5239343744652731,71.17149573316419,71.17149573316419,20.536695893467876,30.51615919757441
BTC,2021-04-14,1618362300000000,0.2,price,0,0,34655.76746247762,0.5464962522742662,0.5464962522742661,2.7755575615628914e-17,2.7755575615628914e-17,34584.595966744455,0.0,-70.6475613586949,70.6475613586949,0.48228702366815274,0.04164735079712045,0.5239343744652731,71.17149573316419,71.17149573316419,20.536695893467876,30.51615919757441
BTC,2021-04-14,1618362300000000,0.2,liquidity,1,0,34655.76746247762,0.5464962522742662,0.5464962522742662,0.0,0.0,34604.629430948014,0.0,-50.84158741927979,50.84158741927979,0.193630747098106,0.1028133632241861,0.2964441103222921,51.13803152961191,51.13803152961191,14.755994535391519,24.74123854085613
BTC,2021-04-14,1618362300000000,0.2,liquidity,0,0,34655.76746247762,0.5464962522742662,0.5464962522742662,0.0,0.0,34604.629430948014,0.0,-50.84158741927979,50.84158741927979,0.193630747098106,0.1028133632241861,0.2964441103222921,51.13803152961191,51.13803152961191,14.755994535391519,24.74123854085613
BTC,2021-04-14,1618362300000000,0.2,both,1,0,34655.76746247762,0.5464962522742661,0.5464962522742661,0.0,0.0,34582.130830440496,0.0,-73.23628249191722,73.23628249191722,0.3950964557281235,0.005253089469988481,0.400349545198112,73.63663203712349,73.63663203712349,21.248016543523704,31.22676852698018
BTC,2021-04-14,1618362300000000,0.2,both,0,0,34655.76746247762,0.5464962522742661,0.5464962522742661,0.0,0.0,34582.130830440496,0.0,-73.23628249191722,73.23628249191722,0.3950964557281235,0.005253089469988481,0.400349545198112,73.63663203712349,73.63663203712349,21.248016543523704,31.22676852698018
BTC,2021-04-14,1618362300000000,0.2,twap,1,0,34655.76746247762,0.5464962522742661,0.5464962522742661,0.0,0.0,34607.23566008716,0.0,-47.324025131105394,47.324025131105394,0.7058909884712149,0.5018862708830056,1.2077772593542204,48.53180239046196,48.53180239046196,14.003961228966624,23.98995726773766
BTC,2021-04-14,1618362300000000,0.2,twap,0,0,34655.76746247762,0.5464962522742661,0.5464962522742661,0.0,0.0,34607.23566008716,0.0,-47.324025131105394,47.324025131105394,0.7058909884712149,0.5018862708830056,1.2077772593542204,48.53180239046196,48.53180239046196,14.003961228966624,23.98995726773766
BTC,2021-04-14,1618364100000000,0.01,reference,1,0,1577.277497758278,0.024940430967533938,0.024940430967533938,0.0,0.0,1580.3070950426732,0.0,3.029721986551118,-3.029721986551118,0.00012470215592162373,0.0,0.00012470215592162373,-3.029597284395095,-3.029597284395095,-19.207763305448417,-9.188555542142968
BTC,2021-04-14,1618364100000000,0.01,reference,0,0,1577.277497758278,0.024940430967533938,0.024940430967533938,0.0,0.0,1580.3070950426732,0.0,3.029721986551118,-3.029721986551118,0.00012470215592162373,0.0,0.00012470215592162373,-3.029597284395095,-3.029597284395095,-19.207763305448417,-9.188555542142968
BTC,2021-04-14,1618364100000000,0.01,price,1,0,1577.277497758278,0.024940430967533938,0.024940430967533938,0.0,0.0,1580.1856219656772,0.0,2.9614683404699136,-2.9614683404699136,0.00012470215446989957,0.05321943091632875,0.05334413307079865,-2.908124207399169,-2.908124207399169,-18.437619325276437,-8.41918170595116
BTC,2021-04-14,1618364100000000,0.01,price,0,0,1577.277497758278,0.024940430967533938,0.024940430967533938,0.0,0.0,1580.1856219656772,0.0,2.9614683404699136,-2.9614683404699136,0.00012470215446989957,0.05321943091632875,0.05334413307079865,-2.908124207399169,-2.908124207399169,-18.437619325276437,-8.41918170595116
BTC,2021-04-14,1618364100000000,0.01,liquidity,1,0,1577.277497758278,0.024940430967533938,0.024940430967533938,0.0,0.0,1580.413258143829,0.0,3.135885087702894,-3.135885087702894,0.00012470215205035934,0.0,0.00012470215205035934,-3.1357603855508387,-3.1357603855508387,-19.88084144995139,-9.860960608501438
BTC,2021-04-14,1618364100000000,0.01,liquidity,0,0,1577.277497758278,0.024940430967533938,0.024940430967533938,0.0,0.0,1580.413258143829,0.0,3.135885087702894,-3.135885087702894,0.00012470215205035934,0.0,0.00012470215205035934,-3.1357603855508387,-3.1357603855508387,-19.88084144995139,-9.860960608501438
BTC,2021-04-14,1618364100000000,0.01,both,1,0,1577.277497758278,0.024940430967533938,0.024940430967533938,0.0,0.0,1580.1856219656772,0.0,2.9614683404699136,-2.9614683404699136,0.00012470215446989957,0.05321943091632875,0.05334413307079865,-2.908124207399169,-2.908124207399169,-18.437619325276437,-8.41918170595116
BTC,2021-04-14,1618364100000000,0.01,both,0,0,1577.277497758278,0.024940430967533938,0.024940430967533938,0.0,0.0,1580.1856219656772,0.0,2.9614683404699136,-2.9614683404699136,0.00012470215446989957,0.05321943091632875,0.05334413307079865,-2.908124207399169,-2.908124207399169,-18.437619325276437,-8.41918170595116
BTC,2021-04-14,1618364100000000,0.01,twap,1,0,1577.277497758278,0.02494043096753394,0.024940430967533945,0.0,0.0,1580.3550471777894,0.0,3.0838926026125684,-3.0838926026125684,0.006343183101371729,0.0,0.006343183101371729,-3.0775494195108877,-3.0775494195108877,-19.511781686386104,-9.492269904699716
BTC,2021-04-14,1618364100000000,0.01,twap,0,0,1577.277497758278,0.02494043096753394,0.024940430967533945,0.0,0.0,1580.3550471777894,0.0,3.0838926026125684,-3.0838926026125684,0.006343183101371729,0.0,0.006343183101371729,-3.0775494195108877,-3.0775494195108877,-19.511781686386104,-9.492269904699716
BTC,2021-04-14,1618364100000000,0.05,reference,1,0,7886.387488791391,0.1247021548376697,0.1247021548376697,0.0,0.0,7901.535475213366,0.0,15.148609932755589,-15.148609932755589,0.0006235107796081186,0.0,0.0006235107796081186,-15.147986421975475,-15.147986421975475,-19.207763305448417,-9.188555542142968
BTC,2021-04-14,1618364100000000,0.05,reference,0,0,7886.387488791391,0.1247021548376697,0.1247021548376697,0.0,0.0,7901.535475213366,0.0,15.148609932755589,-15.148609932755589,0.0006235107796081186,0.0,0.0006235107796081186,-15.147986421975475,-15.147986421975475,-19.207763305448417,-9.188555542142968
BTC,2021-04-14,1618364100000000,0.05,price,1,0,7886.387488791391,0.1247021548376697,0.1247021548376697,6.938893903907228e-18,6.938893903907228e-18,7900.622079916153,0.0,14.807341702349566,-14.807341702349566,0.0006235107723494978,0.5721270668145735,0.5727505775869229,-14.234591124762119,-14.234591124762119,-18.04957104249972,-8.031521471457221
BTC,2021-04-14,1618364100000000,0.05,price,0,0,7886.387488791391,0.1247021548376697,0.1247021548376697,6.938893903907228e-18,6.938893903907228e-18,7900.622079916153,0.0,14.807341702349566,-14.807341702349566,0.0006235107723494978,0.5721270668145735,0.5727505775869229,-14.234591124762119,-14.234591124762119,-18.04957104249972,-8.031521471457221
